0.1	0.175	0.221154	3.53263
0.1	0.2	2.55913	3.47191
0.1	0.225	0.217624	3.89526
0.1	0.25	0.216101	2.01402
0.1	0.275	0.214715	2.89224
0.1	0.3	0.213452	3.32876
0.1	0.325	0.212297	3.26691
0.1	0.35	0.211242	3.98098
0.1	0.375	0.210275	3.30363
0.1	0.4	0.209389	3.73987
0.125	0.175	0.219548	2.86308
0.125	0.2	0.217777	1.94117
0.125	0.225	0.216174	2.88245
0.125	0.25	0.214718	2.79154
0.125	0.275	0.213394	2.93142
0.125	0.3	0.212186	3.42695
0.125	0.325	0.211084	3.01277
0.125	0.35	0.210075	3.1284
0.125	0.375	0.209153	3.25801
0.125	0.4	0.208307	2.57564
0.15	0.175	0.218098	4.41239
0.15	0.2	0.216401	3.26505
0.15	0.225	0.214865	2.75661
0.15	0.25	0.21347	3.42799
0.15	0.275	0.212201	2.70402
0.15	0.3	0.211044	3.04742
0.15	0.325	0.209989	2.96465
0.15	0.35	0.209023	2.56974
0.15	0.375	0.20814	3.21067
0.15	0.4	0.207332	4.16002
0.175	0.175	0.216783	2.86388
0.175	0.2	0.215154	2.74453
0.175	0.225	0.213678	4.04571
0.175	0.25	0.212339	2.36725
0.175	0.275	0.21112	4.40066
0.175	0.3	0.21001	3.42424
0.175	0.325	0.208996	2.77451
0.175	0.35	0.20807	3.39578
0.175	0.375	0.207223	2.97321
0.175	0.4	0.206448	2.99329
0.2	0.175	0.215586	3.12849
0.2	0.2	0.214018	2.96562
0.2	0.225	0.212598	4.65349
0.2	0.25	0.211309	2.75817
0.2	0.275	0.210136	3.2142
0.2	0.3	0.209068	5.00615
0.2	0.325	0.208094	3.84968
0.2	0.35	0.207204	2.60546
0.2	0.375	0.20639	4.29546
0.2	0.4	0.205645	4.02253
0.225	0.175	0.214492	3.20265
0.225	0.2	0.21298	2.68463
0.225	0.225	0.211611	1.97817
0.225	0.25	0.210368	3.04133
0.225	0.275	0.209238	3.7497
0.225	0.3	0.208209	2.96974
0.225	0.325	0.20727	3.00927
0.225	0.35	0.206413	3.63842
0.225	0.375	0.205629	2.69478
0.225	0.4	0.204913	2.8646
0.25	0.175	0.213489	8.2828
0.25	0.2	0.212029	8.58026
0.25	0.225	0.210706	7.89425
0.25	0.25	0.209506	7.95133
0.25	0.275	0.208415	3.44562
0.25	0.3	0.207422	7.77936
0.25	0.325	0.206515	9.12493
0.25	0.35	0.205688	5.51027
0.25	0.375	0.204933	2.26415
0.25	0.4	0.204242	2.44111
0.275	0.175	0.212566	2.54487
0.275	0.2	0.211154	2.63163
0.275	0.225	0.209875	3.26806
0.275	0.25	0.208714	2.74064
0.275	0.275	0.207659	4.9553
0.275	0.3	0.206698	3.42492
0.275	0.325	0.205822	2.43374
0.275	0.35	0.205023	2.8824
0.275	0.375	0.204293	3.40843
0.275	0.4	0.203627	3.12884
0.3	0.175	0.211715	6.64745
0.3	0.2	0.210347	2.44374
0.3	0.225	0.209108	3.31977
0.3	0.25	0.207984	2.63075
0.3	0.275	0.206962	3.17522
0.3	0.3	0.206031	3.04779
0.3	0.325	0.205184	3.02478
0.3	0.35	0.20441	3.66203
0.3	0.375	0.203704	2.86454
0.3	0.4	0.20306	4.11279
0.325	0.175	0.210928	3.50052
0.325	0.2	0.209601	2.53892
0.325	0.225	0.208399	3.1444
0.325	0.25	0.207308	3.1605
0.325	0.275	0.206317	2.91315
0.325	0.3	0.205416	2.98748
0.325	0.325	0.204594	2.83135
0.325	0.35	0.203844	3.07784
0.325	0.375	0.203161	2.92144
0.325	0.4	0.202537	3.05665
0.35	0.175	0.210198	3.45269
0.35	0.2	0.208909	3.02324
0.35	0.225	0.207741	3.45734
0.35	0.25	0.206683	3.63669
0.35	0.275	0.20572	3.54811
0.35	0.3	0.204845	3.48512
0.35	0.325	0.204047	2.69776
0.35	0.35	0.203321	3.68868
0.35	0.375	0.202657	3.38272
0.35	0.4	0.202052	3.34026
0.375	0.175	0.209519	3.24086
0.375	0.2	0.208265	2.72322
0.375	0.225	0.207131	3.05877
0.375	0.25	0.206101	3.3219
0.375	0.275	0.205166	2.45646
0.375	0.3	0.204315	2.87155
0.375	0.325	0.20354	3.40952
0.375	0.35	0.202834	2.85757
0.375	0.375	0.20219	3.31006
0.375	0.4	0.201603	4.08748
0.4	0.175	0.208887	2.97007
0.4	0.2	0.207666	3.12111
0.4	0.225	0.206562	2.62653
0.4	0.25	0.20556	3.32232
0.4	0.275	0.20465	3.33416
0.4	0.3	0.203822	2.32675
0.4	0.325	0.203068	3.3482
0.4	0.35	0.202382	3.29129
0.4	0.375	0.201756	2.8294
0.4	0.4	0.201185	3.4355
Smallest eig: 0.201185 - (0.4, 0.4)
Total time: 566.482
