0.1	0.175	0.221154	2.33405
0.1	0.2	2.53502	9.96815
0.1	0.225	0.217624	2.94912
0.1	0.25	0.216101	2.44699
0.1	0.275	0.214715	2.388
0.1	0.3	0.213452	2.45681
0.1	0.325	0.212297	2.1007
0.1	0.35	0.211242	2.39021
0.1	0.375	0.210275	2.53824
0.1	0.4	0.209389	2.34611
0.125	0.175	0.219548	1.93806
0.125	0.2	0.217777	2.29606
0.125	0.225	0.216174	2.38317
0.125	0.25	0.214718	3.03968
0.125	0.275	0.213394	2.90685
0.125	0.3	0.212186	2.66109
0.125	0.325	0.211084	2.85667
0.125	0.35	0.210075	2.6957
0.125	0.375	0.209153	2.93864
0.125	0.4	0.208307	3.41486
0.15	0.175	0.218098	3.0774
0.15	0.2	0.216401	2.43146
0.15	0.225	0.214865	2.52803
0.15	0.25	0.21347	2.58428
0.15	0.275	0.212201	2.24675
0.15	0.3	0.211044	2.7137
0.15	0.325	0.209989	2.79711
0.15	0.35	0.209023	2.49333
0.15	0.375	0.20814	4.17759
0.15	0.4	0.207332	2.27948
0.175	0.175	0.216783	4.31464
0.175	0.2	0.215154	2.65328
0.175	0.225	0.213678	3.63807
0.175	0.25	0.212339	1.72842
0.175	0.275	0.21112	2.37757
0.175	0.3	0.21001	2.53394
0.175	0.325	0.208996	2.48355
0.175	0.35	0.20807	2.64452
0.175	0.375	0.207223	2.25463
0.175	0.4	0.206448	2.53194
0.2	0.175	0.215586	2.2556
0.2	0.2	0.214018	2.16481
0.2	0.225	0.212598	2.53834
0.2	0.25	0.211309	2.56431
0.2	0.275	0.210136	3.31835
0.2	0.3	0.209068	3.09685
0.2	0.325	0.208094	2.65908
0.2	0.35	0.207204	2.38597
0.2	0.375	0.20639	3.05167
0.2	0.4	0.205645	2.43386
0.225	0.175	0.214492	3.10712
0.225	0.2	0.21298	2.09497
0.225	0.225	0.211611	2.5984
0.225	0.25	0.210368	2.57967
0.225	0.275	0.209238	2.68475
0.225	0.3	0.208209	2.2746
0.225	0.325	0.20727	1.99285
0.225	0.35	0.206413	2.81474
0.225	0.375	0.205629	3.11962
0.225	0.4	0.204913	2.80061
0.25	0.175	0.213489	2.80944
0.25	0.2	0.212029	2.45892
0.25	0.225	0.210706	2.5024
0.25	0.25	0.209506	2.92386
0.25	0.275	0.208415	2.84137
0.25	0.3	0.207422	2.93871
0.25	0.325	0.206515	2.18424
0.25	0.35	0.205688	3.92515
0.25	0.375	0.204933	3.33764
0.25	0.4	0.204242	2.83551
0.275	0.175	0.212566	2.91732
0.275	0.2	0.211154	2.84614
0.275	0.225	0.209875	2.97334
0.275	0.25	0.208714	3.16221
0.275	0.275	0.207659	2.62612
0.275	0.3	0.206698	3.1149
0.275	0.325	0.205822	2.6365
0.275	0.35	0.205023	2.74147
0.275	0.375	0.204293	2.66561
0.275	0.4	0.203627	3.31379
0.3	0.175	0.211715	2.72264
0.3	0.2	0.210347	2.308
0.3	0.225	0.209108	2.67133
0.3	0.25	0.207984	2.94427
0.3	0.275	0.206962	2.36717
0.3	0.3	0.206031	2.6687
0.3	0.325	0.205184	2.95003
0.3	0.35	0.20441	3.02813
0.3	0.375	0.203704	2.36073
0.3	0.4	0.20306	2.95774
0.325	0.175	0.210928	2.28494
0.325	0.2	0.209601	2.52955
0.325	0.225	0.208399	2.148
0.325	0.25	0.207308	3.03348
0.325	0.275	0.206317	2.84288
0.325	0.3	0.205415	3.03034
0.325	0.325	0.204594	3.18959
0.325	0.35	0.203844	2.87772
0.325	0.375	0.203161	2.58365
0.325	0.4	0.202537	2.81125
0.35	0.175	0.210198	2.40103
0.35	0.2	0.208909	2.63618
0.35	0.225	0.207741	2.57028
0.35	0.25	0.206683	2.68284
0.35	0.275	0.20572	2.72374
0.35	0.3	0.204845	3.2326
0.35	0.325	0.204047	3.13727
0.35	0.35	0.203321	2.28541
0.35	0.375	0.202657	3.64126
0.35	0.4	0.202052	3.00861
0.375	0.175	0.209519	2.88566
0.375	0.2	0.208265	2.82715
0.375	0.225	0.207131	2.41146
0.375	0.25	0.206101	2.82377
0.375	0.275	0.205166	2.96104
0.375	0.3	0.204315	2.98082
0.375	0.325	0.20354	2.57981
0.375	0.35	0.202834	2.77507
0.375	0.375	0.20219	2.56663
0.375	0.4	0.201603	3.1703
0.4	0.175	0.208887	3.12018
0.4	0.2	0.207666	2.85196
0.4	0.225	0.206562	2.56907
0.4	0.25	0.20556	3.13588
0.4	0.275	0.20465	2.81558
0.4	0.3	0.203822	2.64022
0.4	0.325	0.203068	3.37702
0.4	0.35	0.202382	3.28152
0.4	0.375	0.201756	2.22905
0.4	0.4	0.201185	4.09384
Smallest eig: 0.201185 - (0.4, 0.4)
Total time: 469.546
